client_id,cin,nom,prenom,age,ville,profession,revenu_mensuel,date_creation,statut_kyc
2927,37845315,Delmas,Georges,27,Ariana,Retraité,1513,2022-09-07,OK
2928,90410190,Lemonnier,Jules,46,Bizerte,Ouvrier,1028,2021-03-11,OK
2929,84453495,Cohen,Susanne,42,Ariana,Indépendant,4004,2023-10-27,A_VERIFIER
2930,26514861,Fournier,Gilbert,59,Monastir,Cadre,4824,2026-01-14,OK
2931,37679708,Guibert,Isaac,28,Sfax,Retraité,1825,2021-11-22,A_VERIFIER
2932,85496963,Boucher,Claude,55,Ben Arous,Etudiant,212,2021-06-11,A_VERIFIER
2933,21356205,Denis,Corinne,61,Sousse,Employé,1357,2023-09-08,A_VERIFIER
2934,58796148,Devaux,Jean,59,Bizerte,Etudiant,329,2024-09-29,OK
2935,98336655,Martin,Paul,48,Monastir,Cadre,4761,2023-09-14,OK
2936,16196330,Paul,Sabine,34,Tunis,Etudiant,372,2023-08-23,RISQUE
2937,98470632,Joubert,Capucine,38,Sfax,Indépendant,2477,2022-05-03,RISQUE
2938,87453221,Marin,Marine,26,Ben Arous,Employé,1500,2023-10-23,OK
2939,80151077,Benard,Julie,46,Ariana,Fonctionnaire,1685,2025-09-22,A_VERIFIER
2940,78530276,Lacroix,Marie,47,Kairouan,Retraité,1425,2021-12-27,OK
2941,98934947,Bertrand,Noël,32,Tunis,Fonctionnaire,2432,2021-06-17,OK
2942,35242818,Blanchard,Théophile,42,Sfax,Indépendant,2573,2022-12-23,OK
2943,28013093,Marion,Françoise,43,Bizerte,Commerçant,2595,2022-12-26,A_VERIFIER
2944,89427788,Pelletier,Roger,55,Ben Arous,Retraité,1489,2022-03-29,RISQUE
2945,93525402,Briand,Denis,43,Gabès,Indépendant,3126,2025-10-28,A_VERIFIER
2946,44221141,Bertin,Alex,56,Gabès,Etudiant,154,2022-07-15,OK
2947,63695060,Pineau,Émile,67,Gabès,Ouvrier,1011,2023-04-23,RISQUE
2948,67088619,Lemonnier,Guy,41,Nabeul,Employé,901,2025-09-14,OK
2949,37348593,Guérin,Louise,50,Ben Arous,Employé,1509,2023-06-09,A_VERIFIER
2950,94975906,Grenier,Madeleine,28,Bizerte,Cadre,3298,2022-10-14,A_VERIFIER
2951,59948088,Thibault,Margaux,49,Ben Arous,Etudiant,350,2025-06-30,RISQUE
2952,91194302,Goncalves,Astrid,61,Gabès,Retraité,1796,2022-06-14,OK
2953,52461165,Gay,Alex,34,Sousse,Etudiant,288,2021-05-14,A_VERIFIER
2954,91014793,Hoarau,Denis,59,Bizerte,Employé,1879,2023-06-12,OK
2955,26726377,Rossi,Frédéric,34,Sousse,Cadre,3696,2025-10-23,RISQUE
2956,64597257,François,Vincent,44,Nabeul,Etudiant,395,2021-11-26,OK
2957,58696806,Le Roux,Renée,40,Kairouan,Fonctionnaire,2414,2023-06-21,OK
2958,29640030,Jean,Robert,62,Monastir,Retraité,1475,2021-03-25,A_VERIFIER
2959,23146204,Hoareau,Matthieu,43,Nabeul,Indépendant,3694,2024-05-14,RISQUE
2960,24093227,Denis,Jérôme,54,Nabeul,Indépendant,2125,2025-08-16,OK
2961,51144384,Pruvost,Valentine,50,Bizerte,Employé,1371,2025-04-24,A_VERIFIER
2962,22823236,Evrard,Adèle,56,Gabès,Employé,1418,2026-01-05,OK
2963,47848959,Courtois,Richard,45,Sfax,Indépendant,2529,2021-12-27,RISQUE
2964,16437523,Picard,Timothée,61,Sfax,Indépendant,2160,2024-06-17,RISQUE
2965,34249450,Barre,Susan,26,Ariana,Ouvrier,1163,2025-09-01,OK
2966,84044121,Valentin,Claude,60,Bizerte,Etudiant,228,2024-07-27,OK
2967,74003316,Allain,Gilbert,68,Gabès,Retraité,1661,2023-05-08,RISQUE
2968,11274728,Torres,Denise,61,Monastir,Ouvrier,923,2022-06-21,RISQUE
2969,98256603,Marchand,Guy,63,Sfax,Etudiant,98,2024-05-14,A_VERIFIER
2970,86176717,Guyon,René,35,Monastir,Commerçant,2453,2021-08-06,RISQUE
2971,95791097,Lemaître,Mathilde,28,Sousse,Indépendant,1561,2023-04-07,A_VERIFIER
2972,91698732,Humbert,Maryse,43,Monastir,Ouvrier,990,2025-01-15,A_VERIFIER
2973,34575873,Navarro,Adrienne,21,Nabeul,Indépendant,1942,2025-02-18,OK
2974,77408068,Renault,Robert,38,Sfax,Fonctionnaire,2713,2024-10-14,A_VERIFIER
2975,79873032,Wagner,Sylvie,64,Sousse,Indépendant,3537,2023-02-03,OK
2976,50961563,Bousquet,Emmanuel,23,Tunis,Indépendant,2974,2023-09-30,OK
2977,64561490,Pires,Thomas,44,Kairouan,Employé,1823,2021-11-30,RISQUE
2978,95184862,Chevalier,Denis,42,Ben Arous,Cadre,3756,2023-03-10,RISQUE
2979,22567290,Gaillard,Hortense,36,Kairouan,Indépendant,3280,2021-08-20,A_VERIFIER
2980,21352822,Bernier,Sébastien,60,Bizerte,Commerçant,2426,2025-11-10,OK
2981,76149278,Dubois,Audrey,29,Bizerte,Indépendant,3084,2025-06-22,RISQUE
2982,28311107,Voisin,Colette,46,Nabeul,Employé,1825,2025-07-12,RISQUE
2983,81458772,Rocher,Gérard,48,Sousse,Employé,1708,2024-08-05,OK
2984,11865661,Chauvet,Laurent,53,Ariana,Employé,1612,2021-03-17,RISQUE
2985,67039703,Boutin,Élisabeth,69,Sfax,Indépendant,1741,2024-01-31,RISQUE
2986,42779491,Rousset,Margaud,41,Sousse,Employé,1341,2025-08-21,OK
2987,91764582,Dupont,Julie,22,Bizerte,Ouvrier,983,2024-12-17,OK
2988,32620027,Parent,Paulette,22,Gabès,Employé,1570,2025-08-07,RISQUE
2989,40208193,Roger,Denis,57,Bizerte,Ouvrier,849,2024-04-08,OK
2990,27893746,Buisson,Adrienne,50,Nabeul,Employé,2072,2021-07-31,OK
2991,66736822,Costa,Alex,62,Sousse,Commerçant,2931,2022-08-06,A_VERIFIER
2992,60101289,Marie,Yves,55,Sousse,Commerçant,2580,2023-04-09,RISQUE
2993,82359410,Gosselin,Georges,70,Sfax,Indépendant,2950,2023-08-13,RISQUE
2994,50154990,Guillet,Théodore,38,Ariana,Etudiant,232,2023-05-26,OK
2995,38597227,Bernard,Nathalie,61,Gabès,Etudiant,170,2025-12-26,OK
2996,62830980,Carpentier,Thibault,50,Gabès,Ouvrier,1010,2025-07-13,OK
2997,14755216,Barthelemy,Laure,30,Sfax,Ouvrier,1034,2025-04-19,A_VERIFIER
2998,17717080,Hamon,Aimé,26,Ariana,Employé,1280,2025-01-23,A_VERIFIER
2999,54097476,Léger,Adrienne,34,Bizerte,Cadre,4444,2022-01-21,OK
3000,10691813,Marty,Michelle,22,Bizerte,Retraité,1500,2022-09-24,OK
3001,63964665,Monnier,Alain,61,Ariana,Retraité,945,2022-01-03,OK
3002,67821509,Marin,Louis,45,Nabeul,Indépendant,2297,2021-11-13,RISQUE
3003,81014138,Buisson,Honoré,31,Ben Arous,Retraité,1419,2024-08-22,A_VERIFIER
3004,26621878,Coulon,Aimé,32,Gabès,Etudiant,407,2022-06-21,RISQUE
3005,98131849,Deschamps,Maurice,28,Nabeul,Etudiant,296,2025-02-24,A_VERIFIER
3006,63064163,Besson,Théophile,60,Gabès,Retraité,1127,2024-03-31,RISQUE
3007,67491018,Vidal,Élise,31,Kairouan,Etudiant,290,2023-06-10,RISQUE
3008,24588794,Navarro,Margaux,28,Sousse,Fonctionnaire,1711,2024-11-19,RISQUE
3009,31721032,Joly,Adrienne,55,Tunis,Etudiant,340,2024-11-02,RISQUE
3010,10779834,Pelletier,Mathilde,34,Nabeul,Employé,1447,2022-11-01,OK
3011,24853291,Aubert,Roland,22,Nabeul,Commerçant,2314,2021-06-28,OK
3012,27942270,Delaunay,Astrid,26,Ben Arous,Commerçant,2858,2023-12-19,A_VERIFIER
3013,14242158,Renard,Margot,51,Sousse,Fonctionnaire,1785,2022-11-03,OK
3014,74329883,Chartier,René,66,Kairouan,Cadre,3435,2022-02-27,RISQUE
3015,66518457,Camus,Emmanuelle,50,Monastir,Fonctionnaire,1984,2025-05-12,A_VERIFIER
3016,27103900,Germain,Odette,33,Sfax,Indépendant,3626,2024-07-19,OK
3017,77358318,Pages,Nicole,64,Sfax,Commerçant,1767,2024-06-15,A_VERIFIER
3018,27638581,Masson,Franck,58,Gabès,Ouvrier,622,2021-04-29,A_VERIFIER
3019,26928020,Meyer,Adélaïde,34,Monastir,Employé,1452,2025-05-26,A_VERIFIER
3020,11831931,Gosselin,Marianne,48,Gabès,Retraité,1724,2023-02-27,RISQUE
3021,16984668,Potier,Véronique,41,Gabès,Fonctionnaire,2490,2024-01-21,OK
3022,67668666,Godard,Nathalie,48,Sousse,Indépendant,2575,2021-03-19,RISQUE
3023,68294586,Voisin,Stéphane,44,Ariana,Cadre,4010,2023-07-19,A_VERIFIER
3024,75220319,Perez,Patricia,23,Kairouan,Employé,1800,2024-10-17,A_VERIFIER
3025,43252079,Maurice,Honoré,39,Gabès,Indépendant,1591,2025-06-30,RISQUE
3026,35079956,Menard,Roger,46,Tunis,Cadre,4023,2022-02-15,OK
3027,45370495,Bonnin,Paul,41,Bizerte,Employé,1591,2024-10-18,OK
3028,36630469,Reynaud,Maryse,36,Ariana,Cadre,4512,2022-01-09,OK
3029,77422120,Bourdon,Jules,44,Ben Arous,Cadre,3952,2022-10-02,A_VERIFIER
3030,89349010,Lombard,Luce,21,Nabeul,Ouvrier,1004,2022-05-31,RISQUE
3031,40787425,Mathieu,Gilles,66,Nabeul,Etudiant,42,2024-07-23,OK
3032,15149455,Paris,Léon,57,Nabeul,Retraité,1341,2022-05-23,OK
3033,67217417,Moreau,Laetitia,45,Sfax,Ouvrier,1060,2022-11-05,RISQUE
3034,22205146,Roux,Alex,54,Sousse,Commerçant,1973,2024-08-11,OK
3035,80460439,Schneider,Martine,66,Gabès,Fonctionnaire,2166,2023-02-12,RISQUE
3036,39766168,Marques,Aurélie,57,Bizerte,Ouvrier,1059,2025-03-22,RISQUE
3037,18234220,Gros,Aurélie,41,Nabeul,Indépendant,2660,2021-08-02,OK
3038,50841111,Masson,René,24,Monastir,Commerçant,2415,2024-03-28,A_VERIFIER
3039,47655580,Marty,Michèle,38,Bizerte,Etudiant,169,2024-09-13,OK
3040,43147569,Julien,Benoît,49,Ben Arous,Ouvrier,972,2022-09-10,RISQUE
3041,15488046,Martin,Bernard,58,Bizerte,Cadre,4605,2023-11-19,OK
3042,38451145,Renault,Charlotte,39,Tunis,Etudiant,263,2023-07-13,RISQUE
3043,91405981,Roussel,Aurore,50,Sfax,Etudiant,201,2022-09-20,OK
3044,43858172,Marin,Aimée,23,Kairouan,Indépendant,3056,2023-12-28,RISQUE
3045,50850064,Marie,Étienne,42,Tunis,Etudiant,309,2021-04-06,OK
3046,84057077,Pires,Gilles,27,Bizerte,Retraité,900,2023-12-19,RISQUE
3047,58394712,Traore,Suzanne,38,Nabeul,Fonctionnaire,2478,2024-03-21,A_VERIFIER
3048,89042306,Evrard,Josette,26,Kairouan,Indépendant,2664,2024-04-22,A_VERIFIER
3049,41977671,Delahaye,Robert,60,Tunis,Retraité,1684,2022-12-07,A_VERIFIER
3050,88427071,Jacob,Emmanuel,65,Monastir,Fonctionnaire,2489,2022-01-19,A_VERIFIER
3051,27513454,Lombard,Noémi,44,Gabès,Ouvrier,817,2022-03-03,OK
3052,15508152,Coste,Marcelle,35,Tunis,Etudiant,190,2022-10-07,OK
3053,35894291,Fischer,Caroline,27,Nabeul,Employé,1487,2021-12-26,RISQUE
3054,20050169,Morvan,Laure,35,Ben Arous,Indépendant,2351,2024-01-24,OK
3055,50463479,Pages,Christelle,67,Nabeul,Commerçant,3015,2022-11-12,RISQUE
3056,81612882,Mace,Honoré,65,Tunis,Etudiant,178,2021-07-09,A_VERIFIER
3057,27157313,Olivier,Astrid,28,Tunis,Etudiant,203,2025-10-30,A_VERIFIER
3058,43893399,Thierry,Dominique,37,Nabeul,Ouvrier,1027,2025-11-29,RISQUE
3059,56619122,Poulain,Caroline,38,Ben Arous,Indépendant,2058,2022-02-22,OK
3060,68535809,Mercier,Christine,28,Ben Arous,Retraité,1424,2024-09-16,A_VERIFIER
3061,80298247,Gaudin,Sophie,69,Gabès,Employé,1618,2021-05-01,A_VERIFIER
3062,32405653,Joseph,Robert,63,Ariana,Retraité,1444,2022-03-30,RISQUE
3063,48877018,Lambert,Geneviève,57,Monastir,Commerçant,2314,2021-08-30,RISQUE
3064,35526992,Traore,Sylvie,38,Nabeul,Retraité,1382,2024-07-11,RISQUE
3065,76441251,Pottier,Élisabeth,35,Ariana,Retraité,1070,2025-07-07,A_VERIFIER
3066,20064387,Gaillard,Brigitte,66,Ariana,Fonctionnaire,2241,2025-06-24,A_VERIFIER
3067,61559796,Guilbert,Renée,63,Sousse,Commerçant,3022,2024-06-19,RISQUE
3068,63801036,Seguin,Richard,25,Monastir,Ouvrier,1002,2022-11-27,OK
3069,34704966,Bernard,Hugues,21,Sousse,Commerçant,2436,2026-01-04,A_VERIFIER
3070,39233657,Allain,Marthe,33,Monastir,Indépendant,3384,2021-03-22,OK
3071,78826270,Pineau,Constance,34,Gabès,Cadre,3509,2025-08-12,RISQUE
3072,44740194,Bailly,Dominique,69,Sfax,Cadre,5243,2023-01-08,RISQUE
3073,49777260,Neveu,René,62,Ben Arous,Retraité,1614,2025-11-04,RISQUE
3074,25985787,Picard,Maurice,29,Sousse,Ouvrier,1217,2021-07-14,A_VERIFIER
3075,81613988,Gomez,Stéphane,49,Gabès,Indépendant,2386,2021-06-24,RISQUE
3076,95847718,Caron,Roger,70,Bizerte,Commerçant,3046,2022-04-12,OK
3077,46297151,Roux,Lucy,38,Bizerte,Ouvrier,1103,2023-04-07,OK
3078,38182016,Joubert,Gabriel,57,Ariana,Fonctionnaire,2306,2021-02-27,OK
3079,97059725,Perrot,Louise,27,Ariana,Retraité,1624,2024-04-14,OK
3080,53561957,Perez,Maryse,50,Ben Arous,Etudiant,229,2025-10-26,A_VERIFIER
3081,45438604,Mace,Grégoire,51,Kairouan,Etudiant,350,2024-08-14,A_VERIFIER
3082,92071729,Cousin,Victor,37,Ariana,Cadre,4331,2021-08-19,RISQUE
3083,94014298,Dubois,Valentine,43,Bizerte,Ouvrier,737,2024-03-03,OK
3084,39431208,Foucher,Roger,46,Kairouan,Employé,1307,2022-08-26,A_VERIFIER
3085,44358021,Durand,Élise,24,Monastir,Cadre,4141,2026-02-09,A_VERIFIER
3086,24286501,Mace,Noémi,27,Tunis,Cadre,4430,2024-05-24,RISQUE
3087,97754868,Boucher,Lorraine,67,Bizerte,Indépendant,2860,2025-10-31,OK
3088,37670193,Pichon,Matthieu,33,Bizerte,Fonctionnaire,2495,2023-11-27,OK
3089,46076853,Martins,Inès,54,Gabès,Fonctionnaire,1597,2024-07-05,A_VERIFIER
3090,30889845,Cohen,Nicolas,27,Tunis,Indépendant,3000,2024-11-02,RISQUE
3091,59478024,Caron,Christiane,28,Sousse,Commerçant,1653,2021-12-11,OK
3092,76566782,Arnaud,Céline,23,Gabès,Etudiant,313,2022-09-20,A_VERIFIER
3093,33637158,Roche,Hélène,25,Kairouan,Commerçant,2313,2025-04-26,OK
3094,34213769,Jourdan,Roland,35,Gabès,Fonctionnaire,2268,2021-04-29,RISQUE
3095,51629000,Goncalves,Joseph,46,Bizerte,Indépendant,2295,2024-07-01,OK
3096,91580498,Roche,Daniel,67,Sfax,Commerçant,2840,2022-05-14,A_VERIFIER
3097,19670211,Launay,Patrick,31,Sousse,Commerçant,2749,2025-01-06,A_VERIFIER
3098,96586373,Antoine,Eugène,66,Gabès,Fonctionnaire,2315,2025-08-17,A_VERIFIER
3099,28426925,Petitjean,Odette,27,Ben Arous,Etudiant,239,2021-03-31,RISQUE
3100,90972685,Roussel,Alexandria,68,Sfax,Retraité,1733,2024-05-31,RISQUE
3101,12780443,Masson,Valérie,31,Nabeul,Commerçant,2079,2021-04-06,RISQUE
3102,96500924,Bertrand,Gilles,31,Ben Arous,Ouvrier,1114,2023-04-05,A_VERIFIER
3103,21220004,Royer,Guy,30,Tunis,Retraité,2072,2021-04-05,RISQUE
3104,11261132,Gautier,Élodie,48,Nabeul,Retraité,1889,2024-01-10,OK
3105,21403835,Renaud,Guillaume,37,Ariana,Employé,1391,2025-03-26,OK
3106,85544613,Hebert,Sylvie,59,Nabeul,Etudiant,280,2022-07-14,A_VERIFIER
3107,51256515,Rémy,Christiane,52,Sousse,Etudiant,142,2022-06-18,A_VERIFIER
3108,42723471,Lefèvre,Émilie,23,Tunis,Ouvrier,1076,2023-06-03,RISQUE
3109,94219725,Devaux,Gérard,35,Kairouan,Fonctionnaire,2277,2021-04-29,RISQUE
3110,15976158,Henry,Émilie,69,Ben Arous,Employé,1144,2023-09-02,OK
3111,23766187,Gros,Virginie,40,Nabeul,Ouvrier,845,2024-09-05,A_VERIFIER
3112,29036775,Martin,Maurice,68,Nabeul,Retraité,1460,2021-05-08,RISQUE
3113,40423822,Launay,Alice,63,Monastir,Fonctionnaire,2064,2022-05-26,A_VERIFIER
3114,57420453,Bègue,Sébastien,50,Tunis,Cadre,3544,2023-01-25,A_VERIFIER
3115,61639439,Torres,Michelle,66,Nabeul,Fonctionnaire,2260,2022-02-07,RISQUE
3116,76011040,Roy,Frédéric,28,Sfax,Retraité,1629,2023-01-21,RISQUE
3117,23654808,Carre,Agathe,30,Bizerte,Etudiant,233,2021-10-18,OK
3118,92637421,Le Roux,Georges,43,Monastir,Employé,1386,2024-03-19,OK
3119,21382241,Bertrand,Josette,57,Bizerte,Commerçant,2752,2022-06-07,A_VERIFIER
3120,33899852,Gilbert,Éléonore,68,Ariana,Commerçant,2984,2023-12-30,OK
3121,90478491,Arnaud,Margaret,61,Ariana,Indépendant,2561,2024-10-06,A_VERIFIER
3122,30162191,Martineau,Marianne,54,Ben Arous,Retraité,1356,2023-09-17,A_VERIFIER
3123,93853635,Renault,Adèle,42,Bizerte,Cadre,4536,2022-01-11,RISQUE
3124,46385523,Didier,Margaud,38,Sfax,Indépendant,2649,2024-04-14,OK
3125,45621515,Mendès,Susanne,58,Kairouan,Etudiant,238,2021-10-18,RISQUE
3126,10292428,Gérard,Renée,60,Ariana,Cadre,4681,2022-05-24,A_VERIFIER
3127,52984033,Caron,Amélie,57,Nabeul,Retraité,945,2024-12-11,A_VERIFIER
3128,74214057,Mercier,Frédéric,21,Monastir,Ouvrier,1175,2026-01-23,RISQUE
3129,67371791,Petitjean,Roger,50,Ben Arous,Employé,1565,2022-05-18,RISQUE
3130,22139593,Breton,Gilbert,60,Kairouan,Fonctionnaire,2033,2022-09-11,RISQUE
3131,61676160,Benard,Timothée,40,Monastir,Employé,1530,2025-05-08,A_VERIFIER
3132,66885777,Leduc,Marine,39,Tunis,Ouvrier,994,2024-09-01,A_VERIFIER
3133,90764593,Bousquet,Xavier,34,Sfax,Etudiant,105,2022-04-28,RISQUE
3134,97772249,Moulin,Alice,24,Monastir,Ouvrier,1199,2024-09-15,A_VERIFIER
3135,83731067,Mahe,Élise,48,Nabeul,Etudiant,253,2025-09-08,RISQUE
3136,76115841,Rossi,Élise,24,Sfax,Etudiant,286,2023-02-07,OK
3137,61623796,Perez,Inès,39,Kairouan,Cadre,4805,2024-09-25,RISQUE
3138,80725487,Verdier,Philippine,26,Sfax,Employé,1328,2023-01-05,OK
3139,21710526,Huet,Agnès,48,Gabès,Commerçant,2531,2021-03-03,OK
3140,37283734,Durand,Agnès,35,Tunis,Fonctionnaire,2074,2025-11-23,A_VERIFIER
3141,73609317,Lucas,Frédéric,36,Bizerte,Cadre,4743,2021-08-27,A_VERIFIER
3142,56888632,Alves,Claude,27,Sfax,Indépendant,1410,2022-05-01,A_VERIFIER
3143,49553600,Jacques,Guy,32,Gabès,Fonctionnaire,2121,2025-11-02,A_VERIFIER
3144,66515994,Berger,Marc,58,Ben Arous,Cadre,3898,2023-01-21,RISQUE
3145,17498162,Letellier,Guillaume,37,Ben Arous,Commerçant,2515,2022-02-22,A_VERIFIER
3146,29203413,Hoareau,Nath,40,Sfax,Commerçant,2530,2021-05-15,OK
3147,67003442,Guichard,Bernard,57,Monastir,Fonctionnaire,1949,2022-01-18,RISQUE
3148,98952439,Blin,David,45,Bizerte,Employé,1395,2025-03-15,OK
3149,89715350,Barbier,Antoine,54,Monastir,Employé,1526,2022-05-25,RISQUE
3150,59022249,Blanchard,Édouard,53,Nabeul,Cadre,3726,2023-03-26,A_VERIFIER
3151,20343529,Richard,Hélène,48,Monastir,Cadre,4741,2024-09-09,A_VERIFIER
3152,30094705,Salmon,Jules,50,Tunis,Indépendant,2641,2025-02-21,RISQUE
3153,28805567,Bouvet,Éléonore,70,Bizerte,Etudiant,7,2023-09-11,OK
3154,73107095,Bouchet,Michelle,60,Sfax,Employé,1468,2024-01-07,OK
3155,69589132,Imbert,Marine,29,Gabès,Cadre,3644,2021-04-05,RISQUE
3156,48489493,Masson,Honoré,24,Bizerte,Fonctionnaire,1687,2021-08-28,OK
3157,96228754,David,Josette,63,Tunis,Indépendant,2033,2022-08-16,A_VERIFIER
3158,77551168,Renard,Alain,24,Ariana,Retraité,1584,2024-07-08,OK
3159,66857416,Bazin,Cécile,62,Ariana,Fonctionnaire,2526,2025-11-10,A_VERIFIER
3160,44635469,Masse,Constance,39,Gabès,Ouvrier,1041,2023-10-01,A_VERIFIER
3161,40509683,Briand,Hugues,24,Ariana,Cadre,3896,2023-06-17,RISQUE
3162,22339511,Barbe,Alexandria,65,Sousse,Etudiant,287,2022-03-18,RISQUE
3163,38435937,Maréchal,Laure,56,Monastir,Employé,1450,2021-08-15,OK
3164,39381121,Michaud,Julien,64,Ben Arous,Commerçant,2083,2025-11-26,A_VERIFIER
3165,91212919,Garnier,Thérèse,67,Tunis,Fonctionnaire,1822,2025-02-17,A_VERIFIER
3166,74077726,Bouvier,Marcelle,28,Ariana,Commerçant,1678,2024-08-04,OK
3167,61065827,Gaillard,Bernard,59,Ariana,Employé,1465,2024-04-22,RISQUE
3168,96791517,Lamy,Léon,36,Sousse,Ouvrier,1021,2023-06-11,OK
3169,24549320,Duval,Denis,22,Kairouan,Retraité,1519,2024-03-25,A_VERIFIER
3170,90958813,Merle,Camille,24,Ariana,Indépendant,2608,2024-01-01,A_VERIFIER
3171,13764654,Dupuis,Roland,51,Ben Arous,Indépendant,2237,2022-07-13,OK
3172,82688015,Gautier,Christophe,60,Monastir,Fonctionnaire,2322,2022-12-13,RISQUE
3173,90142849,Dubois,Olivie,48,Ben Arous,Ouvrier,824,2023-10-11,RISQUE
3174,35198547,Courtois,Luc,32,Ben Arous,Etudiant,314,2021-06-03,RISQUE
3175,42257238,Royer,Émile,31,Kairouan,Commerçant,1965,2025-12-30,RISQUE
3176,85805745,Bertrand,Geneviève,51,Monastir,Commerçant,2061,2025-04-06,A_VERIFIER
3177,16131148,Rousseau,Thomas,63,Ariana,Fonctionnaire,1734,2021-12-09,RISQUE
3178,51420243,Petit,Agathe,44,Sfax,Retraité,1391,2023-07-20,A_VERIFIER
3179,63436961,Charrier,Léon,65,Ariana,Indépendant,3582,2023-10-28,A_VERIFIER
3180,62430988,Pages,Agathe,48,Ben Arous,Indépendant,3260,2022-04-01,OK
3181,23070100,Rémy,Anouk,50,Ariana,Fonctionnaire,2427,2025-06-06,RISQUE
3182,23556377,Gaudin,Susan,21,Gabès,Indépendant,3265,2022-06-04,A_VERIFIER
3183,13178988,Coste,Stéphanie,62,Gabès,Etudiant,158,2024-05-25,A_VERIFIER
3184,74015552,Coste,Dominique,43,Ben Arous,Etudiant,222,2021-06-19,A_VERIFIER
3185,48939164,Renard,Henri,38,Tunis,Retraité,1302,2025-01-31,OK
3186,20570029,Toussaint,Éric,53,Kairouan,Cadre,5026,2023-02-12,OK
3187,38943676,Bazin,Marcelle,66,Kairouan,Cadre,3551,2022-05-06,A_VERIFIER
3188,31615365,Charrier,Diane,32,Ben Arous,Ouvrier,1119,2025-08-06,A_VERIFIER
3189,55823984,Pons,Simone,50,Ben Arous,Cadre,4770,2022-04-06,A_VERIFIER
3190,55502589,Charpentier,Agnès,46,Ariana,Fonctionnaire,2668,2024-10-23,RISQUE
3191,15370440,Mendès,Philippine,45,Monastir,Retraité,1420,2024-06-11,RISQUE
3192,42092885,Guillaume,Juliette,57,Kairouan,Employé,1704,2021-10-14,RISQUE
3193,30454970,Duhamel,Lorraine,29,Nabeul,Fonctionnaire,2796,2025-05-18,RISQUE
3194,23073617,Garcia,Guy,58,Gabès,Cadre,3889,2023-10-12,A_VERIFIER
3195,83435357,Fernandez,Colette,23,Tunis,Ouvrier,795,2021-12-12,RISQUE
3196,71043277,Bouvier,Jean,35,Ariana,Employé,1142,2023-08-30,RISQUE
3197,31672470,Mercier,Roger,52,Monastir,Ouvrier,1095,2026-01-19,A_VERIFIER
3198,58765094,Benard,Emmanuel,70,Sousse,Commerçant,1628,2021-10-02,OK
3199,34049971,Lacombe,Pénélope,67,Bizerte,Employé,1469,2025-01-24,A_VERIFIER
3200,44620670,Reynaud,Pierre,24,Gabès,Ouvrier,1058,2024-11-27,A_VERIFIER
3201,97280725,Joly,Gérard,23,Ariana,Ouvrier,1024,2025-12-25,A_VERIFIER
3202,75533013,Fournier,Aimée,59,Tunis,Cadre,4498,2023-08-02,OK
3203,63813150,Lejeune,Laure,27,Monastir,Cadre,4379,2022-03-30,A_VERIFIER
3204,69166889,Poulain,Denise,61,Gabès,Employé,1827,2023-10-25,RISQUE
3205,60154896,Perez,Maggie,33,Sfax,Commerçant,1984,2024-08-29,A_VERIFIER
3206,77906443,Lebreton,Rémy,64,Sfax,Retraité,1335,2021-07-05,OK
3207,93297363,Weiss,Bertrand,68,Ben Arous,Commerçant,2053,2023-03-25,A_VERIFIER
3208,85269356,Petit,Honoré,26,Gabès,Commerçant,2668,2022-01-16,OK
3209,49011805,Mallet,Hugues,34,Tunis,Ouvrier,1120,2025-12-30,OK
3210,63590510,Legrand,Maurice,44,Bizerte,Etudiant,287,2024-06-13,RISQUE
3211,72045979,Laroche,Éric,42,Ben Arous,Ouvrier,1157,2024-02-12,RISQUE
3212,72529032,Bigot,Lucy,33,Sousse,Retraité,1176,2025-09-12,RISQUE
3213,72391513,Nicolas,Émile,53,Nabeul,Retraité,2077,2022-09-06,A_VERIFIER
3214,24542266,Chauvin,Pauline,25,Monastir,Employé,1880,2024-10-30,A_VERIFIER
3215,36772544,Maréchal,Vincent,25,Gabès,Indépendant,3414,2021-09-11,OK
3216,52585253,Le Goff,Josette,54,Sfax,Employé,1936,2025-04-13,OK
3217,38539411,Boutin,Nicole,52,Sousse,Ouvrier,779,2025-03-13,OK
3218,25344634,Lopes,Cécile,22,Sousse,Cadre,3944,2021-06-21,A_VERIFIER
3219,83159563,Meyer,Charlotte,45,Nabeul,Fonctionnaire,1941,2022-05-21,OK
3220,95928388,Benoit,Timothée,39,Ariana,Employé,1706,2025-12-24,RISQUE
3221,14204135,Brunel,Philippine,54,Gabès,Commerçant,1947,2024-05-19,RISQUE
3222,18375220,Étienne,Sophie,46,Gabès,Fonctionnaire,2364,2024-10-21,OK
3223,73539966,Benoit,Bernard,58,Monastir,Ouvrier,1182,2022-12-12,A_VERIFIER
3224,13079321,Thierry,Marianne,23,Nabeul,Etudiant,307,2024-09-28,A_VERIFIER
3225,46218400,Fleury,Luce,33,Nabeul,Fonctionnaire,2230,2022-08-24,OK
3226,21219432,Blanchard,Daniel,34,Kairouan,Employé,1335,2023-06-23,RISQUE
3227,64367371,Faure,Théophile,69,Tunis,Cadre,3756,2024-12-26,OK
3228,66334114,Hardy,Marcel,25,Gabès,Retraité,1945,2023-05-10,RISQUE
3229,34706569,Vincent,Éric,43,Ariana,Etudiant,314,2024-10-16,A_VERIFIER
